id	source_id	related_id
00C40ECDEBD141CDA0856CCFDA4BC4AF	C142B1210DBB4757AD5DAB0181BC7CCB	D4BA81DFFE434B36B25BD7987FD2D88F
00EC0F573ADE41668E2E4DDFAE36DD49	A8B34B3D18BA4D698F6D555DDFDB5375	0D7483BFDFF04295A7791AE49ED09B78
018832487AE24BD487A110B5A5FC121F	040E76EEBC894D1687CA318D5B567BD5	0D7483BFDFF04295A7791AE49ED09B78
04F697A471774B6A90E949D7C4CA43BA	18E910DED3404A3FB08F156BCEA9F4D7	0D7483BFDFF04295A7791AE49ED09B78
0546906427A3458F81AFA366512513B8	0069F39CCA5240609D2E92C2087D7E57	0D7483BFDFF04295A7791AE49ED09B78
056AC87C550C457D9EFA6E7900B5DEFA	2FFB0D4701ED46D3BEBC34EEDB9506DC	B228F26B718240CF85444BAFDDE32B74
0794FD268A744E9DBA523AB60FECC365	B554E2AFE864494FBA0BD27191C3A97F	53F3A173347E4631B71DD06BFCD38627
08D6805EB9D349B7BA2E15BB9D43AA66	BA972CB74F6642D2AEE1E8AA4923BABF	0D7483BFDFF04295A7791AE49ED09B78
0A59FCBC881F4942933368D50C8C2E23	EEEE60CDB3D04780BA78E86C11EE3B57	0D7483BFDFF04295A7791AE49ED09B78
0B610945EDD34E6E94BE8C80D8487213	B3C7B4AEF7424A64BB9B7D63857708D8	0D7483BFDFF04295A7791AE49ED09B78
0B713F27BF574F9CB60A6BCA1719FF61	1B395D30F9B947EBAA43CBDE20FCB0AB	B228F26B718240CF85444BAFDDE32B74
0C7567EEDC4B4C399B25E8735E90AE50	043121063B93487F96AEB320EF4AE64E	0D7483BFDFF04295A7791AE49ED09B78
0F8B09DBB35B4AE9BEC22671D4F385B0	5EDF868F157946B292C0F6C6EA35F253	0D7483BFDFF04295A7791AE49ED09B78
1044B5E6AFCF4FC9B602D2821B85CE9C	E3FE651758C04392A02ECDF207517416	0D7483BFDFF04295A7791AE49ED09B78
10DA4574C2DD457E8D3F160BB3C4FFA0	2120A1B58AAB4902AB767DFB8E30A30C	64192E41866B47E1BC8C2CE2536C2B2A
10EF138A366C492C80824E3133CE2F1C	6EF9F51A237B474AA292768AD17D1BBF	0D7483BFDFF04295A7791AE49ED09B78
12B5AAF1BAD145239A5BD8EB41704C6B	A5B28D4D7D4B4DD2A0B23C6A8AEB5149	0D7483BFDFF04295A7791AE49ED09B78
15308207FA4A4B8E96E808544EDE0DAA	CE31FBAFF546478BA1A51A084CC2C81E	0D7483BFDFF04295A7791AE49ED09B78
154F624D66064002816602B1D623A6BB	E1167AD38EB7435692BA546F15F9D170	0D7483BFDFF04295A7791AE49ED09B78
1621B915844D449AA089251911BDDD6B	70B0C941C40E4DF7AFF3682E642625B5	0D7483BFDFF04295A7791AE49ED09B78
181A1BBCF7344212A65F731C4D5B8B48	4FFC34CA26F34001B02062699CA0EE88	0089CDF2BD3C44288B9646A88EC10A54
18815DA7480448428A2CB29EBC52A83F	F915A1DE6E0645BDB4F64561C730F045	0D7483BFDFF04295A7791AE49ED09B78
1B550E93278A40EBAF8F87C1958ED8AA	E9C84D0CA5304097A48B572C5D5015BB	0D7483BFDFF04295A7791AE49ED09B78
1BC200CA66D54C9C8321CFACF5271126	88883D87990547188C479535234335B8	0D7483BFDFF04295A7791AE49ED09B78
1D17571C72EA41F59729F2375DBD0324	9D5BEE9B669545359F0BE810E68EB54D	0D7483BFDFF04295A7791AE49ED09B78
1D94140C36CA40C8AA5BE35C1C944316	24AEFC801FF1412782B76F422D5B4A0C	0D7483BFDFF04295A7791AE49ED09B78
1DAA7931673741988F1A996AC786580C	F280FE1702D9453FB2EF9406D084619F	0D7483BFDFF04295A7791AE49ED09B78
20006F0FEB1847F58CA67903DA84AC83	7329200A789D47FC9CF72CDCEEEC583C	0D7483BFDFF04295A7791AE49ED09B78
203394F1A9F148FA90BF72E391A0110B	E381F6BFAB354D9D91ECA4B8F50202A7	EC150EE12CA24D5FAC2BE319DD620603
2582D32FAFAA4B84A5EF19C254DE5AFA	777F65672C0A48038D53A2F99F9A152F	64192E41866B47E1BC8C2CE2536C2B2A
293D4508707649D780EF3853EB680043	D0009BDDEE744B5AA80707BD0444D24D	39FC0A35469A4ED2BD3415041D47AFEA
2BA0C74AA782411392E72F72BA206A8E	A9ABD79850BC44F395AE37B549D0E93A	0D7483BFDFF04295A7791AE49ED09B78
303D7B7DA836457A9B79B5A03DCCFA8B	6633EA8E34A348F4A7912076C77B5BB1	0D7483BFDFF04295A7791AE49ED09B78
31A28AEAB9D44D52B0FEA2C0B7C29E37	791EA55ED37E478299F7D7BBE4D4EE06	0D7483BFDFF04295A7791AE49ED09B78
33C4435E7ACB43138839E3E737386647	C26A6F33E70146A9A45FD8D66FFE9209	0D7483BFDFF04295A7791AE49ED09B78
340BF28B658B4BB7946025AC8C4E2ACE	07FD83F470804B83863F3FE76975B181	0D7483BFDFF04295A7791AE49ED09B78
3493F12E863C499A943372B5E5097E63	43EBB70006174C6E825C7CA23F21EAF4	0D7483BFDFF04295A7791AE49ED09B78
35D725F3D07142E8BF294484D5AFE243	6C4D841184F94402A12966C1C9AF9D8D	0D7483BFDFF04295A7791AE49ED09B78
381F513222B54277A3E76E7641EB19C6	B44F835BAEF04F838AA83EB24068C2A0	53F3A173347E4631B71DD06BFCD38627
3E68E46DFDC849149234445EC690E315	F9735662FE4C4713A969B1CCFD679FF3	1B1D7C94A6D14F8F856E7675FB3573AD
40A72B2EBAA2429BA66A2311CD0A416A	E5D44ED999864A05B0BB6986C8430AF3	F45D3BB1BC5D46AEBE9C6E2D65887DFF
41DF8F5AA7FA45D0B3D91734246DB23C	5C9DFA2D694143AEBF2DEBFD728DD9E1	441C39D9CBFC4B6FB9FB2A7FA96B8354
447BB1F7C7234B829D0A2B1CF40CA817	7C2EDB134DC04ECBB9B10BC1D9E385AB	53F3A173347E4631B71DD06BFCD38627
4801966377C246F987BB46597F0D22E9	F2845CC190C14D9497CAB5A60ADFE503	D4BA81DFFE434B36B25BD7987FD2D88F
491CACF66157495BA02CEB6CD8747570	4BD78E2243AB4003AF63E5A0F8D477BC	0D7483BFDFF04295A7791AE49ED09B78
4C08993F9D1F4046B7909CFF51F7D210	5185E206048A4716AFC883D1BC40F1EE	12213A28901844C49CC05AD755D5A743
4D76877802944CB2A4C4A6483F48908C	49E2EDDC5EA94E8D87D0ADDF0DC9B916	0D7483BFDFF04295A7791AE49ED09B78
4DE52A88C8C94E1CBB95573B1F085929	0B07FB7CD25249958000DF49B047C9F1	1B1D7C94A6D14F8F856E7675FB3573AD
4F9BD824246F477F9184C2930523740F	0A0C8158B1B84B3290847EE169FFAFE0	0D7483BFDFF04295A7791AE49ED09B78
51C126DE588C47159EA1C61774C95420	3A1E19729FEE4AFFAE902FE78394A691	0D7483BFDFF04295A7791AE49ED09B78
54ED76808C214249B5C903A3D39AE056	79DEB87FA4BB4B80B0B0B232209F369F	1B1D7C94A6D14F8F856E7675FB3573AD
5A94672A7E994F77AC97A9402F57F4EE	C3944140FBD74538935901EBEFC8B6BD	441C39D9CBFC4B6FB9FB2A7FA96B8354
5AD1D3FD65144738B3DA2E8A52BBC6B2	98FDB761B1C642E782F2030DFEB554E9	EC150EE12CA24D5FAC2BE319DD620603
5F92367EC0A4462C8E1B382F3E601CB2	E2C6EF8A4FAB4F588726509A6B76AAC5	0D7483BFDFF04295A7791AE49ED09B78
5FD48384AA1746D78729C6C091ECE7DB	6EDB8B3BAF264A46A5F2765C7FB0A9E1	0D7483BFDFF04295A7791AE49ED09B78
60F3E27494644C67A85E281002AF682D	6A79122E4AE8440F98267233CC21659F	F45D3BB1BC5D46AEBE9C6E2D65887DFF
6322196468754421B626AA8855DFDCCF	2839516342E64881BFBD7B1CB4C09C16	64192E41866B47E1BC8C2CE2536C2B2A
63547EF621004C37B6BCF751074DD03E	EA27C2A4EADE48A382669C5263858335	9228C7C6FFEB4FF59573D6FB3296C4A0
655418C6DF934812915FB7E5B30243EB	EA8690834AD3476499617D50D64F8A35	0D7483BFDFF04295A7791AE49ED09B78
67A95ABE03F044A8972487A67FEC9767	64A40059C8A940D4BEA147244127AEC6	441C39D9CBFC4B6FB9FB2A7FA96B8354
68573C67A41D49EDAF592FFC703895E8	10553F3AE3B74E65A18521515CE7E854	1B1D7C94A6D14F8F856E7675FB3573AD
6B3213F143044795B680616AE05BDB90	7F221BFEE33D4C878759F372E96BE34C	0D7483BFDFF04295A7791AE49ED09B78
6D4E6CD4DF9E45AE9BD586EAB5757E65	7ADAE4C44B764DD199E448225168E665	0D7483BFDFF04295A7791AE49ED09B78
718655AF5E96400EA82854201DA395EC	178265E61F964D9CB311D66640D86FC0	0D7483BFDFF04295A7791AE49ED09B78
73016451E6404FABBACCCACD73E68406	A459D78081D84FDD95D9DE9718FD0D11	0D7483BFDFF04295A7791AE49ED09B78
777E4288B1624FA3920886F7E6680BF5	7C279DC06BEC48C49C9EE93E59EE635E	BE7F7C69DD2842519D71D3C3E840E20E
77ABE539D017465EB79B68967C189002	DB2732265D9F4ADC90D697AFA9A3D3F3	0D7483BFDFF04295A7791AE49ED09B78
78BB197B6FF54928B7126B5A02979C3E	4D505614F6DB495A87C0F4ABDE5BE17D	441C39D9CBFC4B6FB9FB2A7FA96B8354
7C57433A2E4D49738B47C9B4F92D774F	1FD350C564A4474B92D5FA1448B93A25	0D7483BFDFF04295A7791AE49ED09B78
7C91084DFB2E4F9792FFD9D9E649616E	67DCA595144B4170AD61441F939BA903	807F7931F4F6480B9B3769BFF4C88140
7CD8CCC4B9A349B09476F686C62912D4	6123E3D63B0D45AABFADF3B3F4C733CF	0D7483BFDFF04295A7791AE49ED09B78
7CDF273181144E9FB79FBB629B92D95B	13D014004D154D9695F1871CA88F2927	0D7483BFDFF04295A7791AE49ED09B78
7D314B44E2A9471B88450EE9F1ABDCFF	319E9456991846EA8284133B42F368E8	BF4381DE8E8245B69C3C066C1ACFA297
7FB8282175C948A2B170827098F41885	F9FFB5D2CD5640B8BCA00BA55453143E	0D7483BFDFF04295A7791AE49ED09B78
7FBCDB12917B472B851ECD40420EF842	266B655942F543EB90E86994787B852C	0D7483BFDFF04295A7791AE49ED09B78
81325A554F794BC49C8CD6D21337FD86	8C7E7DD4374040AA99035876A45ED06F	807F7931F4F6480B9B3769BFF4C88140
82F1F76C096448B4AC08C2B316BB1B26	F35DEEF889B24E0888A93A81D446D95A	0D7483BFDFF04295A7791AE49ED09B78
86E129FD67E34EB9BFD781BAA6509497	72D8A9E5FCCD4A68A4E709FA14D41FAF	0D7483BFDFF04295A7791AE49ED09B78
8A1CDC07F6DE4807837933BACEC1314E	0C935BFC814346D5B2A444CD89FC2239	0D7483BFDFF04295A7791AE49ED09B78
8C1175D08CFF4F699586086253340FD0	180D0D4D5D864C689B98E47E70BB6656	0D7483BFDFF04295A7791AE49ED09B78
8C16B6D520564887879B24040B6A1390	070042BE81A6470E8F0B1A86D274E869	0D7483BFDFF04295A7791AE49ED09B78
8C257881DACE42CAA03107B71FAE1B30	8C445F8FA9954265A206674C86334BB8	E2950013655D4C01A8F69E95227EC7AC
8CD2B977AE8B4FD3A713E539135F3C24	C6AB31401D09415880667665E12E8E4A	53F3A173347E4631B71DD06BFCD38627
8E315DABEA8C41269F00EC22996B3EE4	F4E43A9D2203431FAFC577419E7D1373	0D7483BFDFF04295A7791AE49ED09B78
8E383144C58D432EB297BD9F9A9941DA	E83A8F7A31394688A17BECE087375FF7	0D7483BFDFF04295A7791AE49ED09B78
8F07BDE82F2E411D9F2A0894C35BF271	358B5EEB0E0047E6A4C5291167347B01	21884B7AF7D5474EB070CF1188780D9E
8F0B58BF7AAA4032BC89F4357CC39214	3B4E402C857648D98B5D1EACDB49AF04	12213A28901844C49CC05AD755D5A743
8FA1B40E42694AAD95AF69E55A85A639	A86E58CB4D9449EFB352384C522101DC	39FC0A35469A4ED2BD3415041D47AFEA
907283C3C30B438C90AD4F43EC02A1F0	B12D1EF9E0174A9CB2F286C1395603A0	0D7483BFDFF04295A7791AE49ED09B78
922EA707378C496D817F880ACD48EF6B	5FA45252E2AA45FCA74F40BA2F5952DF	0D7483BFDFF04295A7791AE49ED09B78
95DF1C40F6E04AF2BAF18EBD9E1F813E	31677F4DC9C941A3AE8450E1A93D53C6	12213A28901844C49CC05AD755D5A743
983AE363891747CFAEEBFCEE6D43FC26	A1ABA2A33D1B48F096358260FADD3244	0089CDF2BD3C44288B9646A88EC10A54
9AE1CEC039984EF1B426DA40C7CE36AC	6E3A7842F5D149D4A222B7C86DE525C6	0D7483BFDFF04295A7791AE49ED09B78
9B4BE5EB682B4C408061EA53198C07C1	4289632A27234880960247CFAA54951F	807F7931F4F6480B9B3769BFF4C88140
9EB95F5C1AA942C18911D9E2CA1F8043	6030B8D52C8B44C794024EA131F1A856	0D7483BFDFF04295A7791AE49ED09B78
9FBAFC3EBECC4462A2DF76BCB437A454	D43FA36E50684A9FB2CB78A20D85E15B	807F7931F4F6480B9B3769BFF4C88140
A5579193DE0A4948861967EB9AF15817	6AAF93CF12BC478B959524BD88436880	64192E41866B47E1BC8C2CE2536C2B2A
A55CD6F7B3F1449DABA2225407884FF4	8CDD61B4463F451B8448AD2F80C99A6F	0D7483BFDFF04295A7791AE49ED09B78
A75051D2E7444B6F90302CDB9167CD19	98AA91E5B8814959B7647299E0E162D2	0D7483BFDFF04295A7791AE49ED09B78
A9027AA1A7304FF69B8468A416F8C370	63FDEC8E0B1A4F339D8356742BC94DCE	0D7483BFDFF04295A7791AE49ED09B78
A9D1E45B263049018A2BC348902EE874	F1AF2C4DCE0543428A883DC506ED9C21	807F7931F4F6480B9B3769BFF4C88140
ABD3C94F09CD4EFC9086B111F7442926	31863EB91E2B4F93B004AE23657F0F91	64192E41866B47E1BC8C2CE2536C2B2A
AD0BBBB6C1F54A71AA0B8218B928DE71	2B955B1EF6D341659FE2CF1BF55FB103	0D7483BFDFF04295A7791AE49ED09B78
AD5BED5772DF4EFCA5E06344C77DF27A	0051855FCE234693951352BE1937D3F2	64192E41866B47E1BC8C2CE2536C2B2A
