id	source_id	related_id
0F0B0562FCDB42F9BBF0471289CE8A33	91F7DC7FFBB3487E8767696037E484AC	0D7483BFDFF04295A7791AE49ED09B78
21FC1822479D47FEA048A18E0367BA5C	0EADA0753AB34DEFBA1D1422606B4F0D	12213A28901844C49CC05AD755D5A743
2C149FC284FF4FADA010DF6079C79F0C	8EC4BF453F8E49698E70BDEA3A333965	1B1D7C94A6D14F8F856E7675FB3573AD
3964AB747DBE485FB64283359334FADA	E95A1AC297FD440EA58526C6384D4656	B228F26B718240CF85444BAFDDE32B74
5446517DEC884AFE999F36C38CD475DF	903A1EE375C04A0DB627B7DDA95F479E	BE7F7C69DD2842519D71D3C3E840E20E
6045E867274D473BA921B86295F90DA0	05D0CE8FE8F1462CBE6DE80121105C51	9228C7C6FFEB4FF59573D6FB3296C4A0
63633DA290314AACA11743FC3CB94AB0	B297ABF0D16C486E950E4ECB53133A4B	7EEBCAD7FCD54276A6FA940BE6741978
6824208665E6420F807076D273BF6BFB	4FA83512789340D7A4AFD5498DCED35A	1BC64B0F12A9472481A3FE9F51BC4EB6
6B7697BFD2DF46C28A3721CC04E0ABBD	B08036EC6D20424B89686E9BE7610FE8	F45D3BB1BC5D46AEBE9C6E2D65887DFF
6EF05EE5EAC2407E8E4BD0E817D32556	0985F6629E7B43F1A1A8D4601F926016	E2950013655D4C01A8F69E95227EC7AC
714CA838DB164DF4B7FD7303AB654CE6	89DB399AB7DE4D8FA54D49FBD8B78115	0AFCA8613A7D459DB1076F950F88717E
71AC161EFB91495EBD21D5883E14981E	C786EA73244748DBA3ADF0DBEE457394	53F3A173347E4631B71DD06BFCD38627
73FE92765FBF433F82B06001C67EA446	AB36C67F7F70476197CB2B14757A98E2	39FC0A35469A4ED2BD3415041D47AFEA
98864F07F02E443EAAE3683D0D86F466	442D5AA6CE184504AB8BC526A22C6766	E3176371FF2343F3B604AA0435AE039A
A0AEFC58616E4B6C958A26F0190AE987	F9DEF33A5CC542DFB5941611D1280C98	64192E41866B47E1BC8C2CE2536C2B2A
A77C4CFDFF224803B797FFF5442E8984	35FDD35827124BF08E41067A3D3E3215	029AFC2B634246F7A7F1D33EEB45945F
AE555B8EE8BD4D0FB44FB13FDA815657	AAEE1577F4FC47F7AB848599ECD57100	534B0B2819BD48D58E133D39E6BC596C
B5C9B4FABEEB4FBEBD45DF5B85B90B13	27D2F219124C4FA69CAE2422F239A149	45BF68FC62DF4F9195424E118AA778F1
BF2244B50CBE44819B4A2F371BD55791	9FE3FD02A42E4B38857FBFB0FBF1CA3C	21884B7AF7D5474EB070CF1188780D9E
C7B66960F2104B9EB27FD608A1ABBE82	B0487465D16849DC95932869BFA1F8A6	5DE8CE660820479FBF56661FFE2D5B4A
D150ACB0CACB4DAC86957ADD35766D5D	28AB7195756C474C8A1E7D6E40DFE766	EC150EE12CA24D5FAC2BE319DD620603
D2F94B89B260462796CBAAA8D47691F7	63E2458207C740C29B1CFA1E41986545	807F7931F4F6480B9B3769BFF4C88140
D8C5B6CF559340DEBE0FF2F7CBD301F8	F9C918DB46CA4D75A96AD73A2D86C10A	441C39D9CBFC4B6FB9FB2A7FA96B8354
F693FF7024F64582A03A11B6B0C02D5A	08E47490E337469A87374589C6CE01D2	0089CDF2BD3C44288B9646A88EC10A54
F6EA1BDB741B4A168431B0BC32A616B3	053AA15D14BE4F32BD0872FDBEBFAB73	D4BA81DFFE434B36B25BD7987FD2D88F
FC66FE7E668646B68858CF49E3B3A374	AF412FCDEE61442CBF63A6DE59189581	BF4381DE8E8245B69C3C066C1ACFA297
