id	source_id	related_id	sort_order
003497BD3C5648B39508AB51DCF976C2	FA0C47A9E42346738CD94DE5BB86DF55	3F05F588DCD34ADE9BABCA35239D79BA	256
01EF6EA2737D47E18A1685768465FC3E	985B163DA26C49279614090E62A0026B	5883D71F89E045739A0C8B4463607168	5888
0544D6D4EEB54CEBA8332848B0858C2D	9C095BC00B0C43FA9763F8CB44FAA6A8	CB1F332761FE45A5B1C266E4A3312C72	256
05604ABD75B5452DB06A6F1ADE08CDA6	73AF16B2911F428BBDE98D3D5CC7F8AC	8D6F34049484460E97447FA051C58020	512
08206F33A8774108AF9F86C261FC6FA2	94D50193323E42D2B0DE98CDF33A3D98	EFCB2E9A087446BBAC6E023C1A56DF64	1280
088293D5C2EE496BB20999457BD28F8D	8F5825AD11564B389A96257C3B7CE6BF	44ACD171F7AB49318F4AB8FA68315D4D	384
0E8A604A34604DE086ADC74DF9546B8F	985B163DA26C49279614090E62A0026B	436442045C1B45388A69BC27F7187342	4096
0FC434F5EC164D3FA528368F421E7B02	663AD4BD579D44C98069C30E5C3E107D	6A3F007E9CD348E8914AAA4BBBB2655C	128
14554F36C5394F9093E7AF2D0F2A0F11	985B163DA26C49279614090E62A0026B	7991E3B40D9041C88E4B01E5011399B5	7808
16967AED7E464FDD876BE5E1A0D9344E	9C095BC00B0C43FA9763F8CB44FAA6A8	189BA14FCE464D2BAAF5A3E4D0C21FFF	128
1C91FBAC6BD24227848B8F79275CBAD5	73AF16B2911F428BBDE98D3D5CC7F8AC	4F56ECE324CF4CF1838079178B75D00E	128
20419361D10C4CEEACF91666B7CF70E9	985B163DA26C49279614090E62A0026B	8EAC9443D350441FB11EB11D9A4DF894	8832
23EDB2698AF24C99AA1F591BB5FA9E64	608F14DFCB8E4FB1884BE868A7C5889C	927063E871A445FFAB8609FA5FF167C9	384
23F59FE81D204A11A7E5538BF8E90E56	985B163DA26C49279614090E62A0026B	8DFD30A4822942F8A2DFF7D2AC160603	8576
26E906BA9D224AD78722C434AAE8DBD9	985B163DA26C49279614090E62A0026B	9DD98256E8DC4301A7DA537A9564FBA0	9728
288F3473F25349E1865B92A481C3CCC3	CC55BC8BA0CF4CDC9BC69AD3FC7BEA27	1AEDAF334C14488584A7CDD7A4595BBD	128
29F9F54571804DEF92C6FA7E718ABE9D	B3546AE2E65A488BBDCDCCC44D6F2302	85422C70C70F4D6BA34CE8FE9D7AD2DB	512
2C742FB89C924706A39283327F61FD68	985B163DA26C49279614090E62A0026B	28D1C5F7BC104A5189FC86FF06EFEF57	2176
