id	source_id	related_id
017CD5F850384652873246B2C882D441	9C095BC00B0C43FA9763F8CB44FAA6A8	39FC0A35469A4ED2BD3415041D47AFEA
0A875CCFE0AB41349B5510006B313440	CC55BC8BA0CF4CDC9BC69AD3FC7BEA27	B228F26B718240CF85444BAFDDE32B74
14071501837D4E309D4F028B52519864	663AD4BD579D44C98069C30E5C3E107D	BF4381DE8E8245B69C3C066C1ACFA297
146422E4EE884257BC8FB398D092600D	608F14DFCB8E4FB1884BE868A7C5889C	0089CDF2BD3C44288B9646A88EC10A54
2122FE102F244CD7948268BE3879798D	352F37D8065E44E2817EBCFF3045F6B2	F45D3BB1BC5D46AEBE9C6E2D65887DFF
3367C61E204C4A699DB783A66801A0B1	94D50193323E42D2B0DE98CDF33A3D98	64192E41866B47E1BC8C2CE2536C2B2A
3FE4FEA285744D469294F70AF75310CA	F8D979F16AC94DCE908926B5C2E63FDB	12213A28901844C49CC05AD755D5A743
4591333EC82E4E98B3511CDD9560D211	B3546AE2E65A488BBDCDCCC44D6F2302	1B1D7C94A6D14F8F856E7675FB3573AD
560D049678DD4C52A1C81694A459FFDD	BC6AD45B8D0846D28E3C7A7C6FBAC2E4	E2950013655D4C01A8F69E95227EC7AC
72449BA5DEE2420CB0CDD0FB8B095B8A	332AFD2764144C189BB94E71E4854160	BE7F7C69DD2842519D71D3C3E840E20E
8D1D882DCC844F9DBA8E915C108B7F7C	FA0C47A9E42346738CD94DE5BB86DF55	D4BA81DFFE434B36B25BD7987FD2D88F
8EED57DF80364CDC96A68921135B03ED	76B41E957F354D6593F81E35F2F6B63D	441C39D9CBFC4B6FB9FB2A7FA96B8354
A78B5E47570040A4B292E8FF23574CFB	C5BAC8F2128049EE891195EB67BD6AD0	21884B7AF7D5474EB070CF1188780D9E
B113CA573295463FB967219E4F18502A	985B163DA26C49279614090E62A0026B	0D7483BFDFF04295A7791AE49ED09B78
C4EF1B23FE004564819AF6E9D347F8D1	35120B40852242C0ADA01350AC695F61	9228C7C6FFEB4FF59573D6FB3296C4A0
C80C9C4E82904ADFBBAD15E88FC512B4	A00AE6FFD3C045669F9EC64C1C2EF8D8	53F3A173347E4631B71DD06BFCD38627
D2A29EE58BC349F5BE6068B2137B5E97	8F5825AD11564B389A96257C3B7CE6BF	807F7931F4F6480B9B3769BFF4C88140
DB3D8EDF7A9B43EF9A3235494FE994DF	73AF16B2911F428BBDE98D3D5CC7F8AC	EC150EE12CA24D5FAC2BE319DD620603
